YEAR,MO,DY,HR,T2M,QV2M
2023,3,27,6,25.85,17.46
2023,3,27,7,28.36,16.6
2023,3,27,8,31.35,15.14
2023,3,27,9,34.16,14.1
2023,3,27,10,36.27,13.92
2023,3,27,11,37.77,13.85
2023,3,27,12,38.55,13.67
2023,3,27,13,38.63,13.55
2023,3,27,14,38.05,13.37
2023,3,27,15,36.51,13.24
2023,3,27,16,34.59,13.12
2023,3,27,17,32.19,13.31
2023,3,27,18,29.9,13.92
2023,3,27,19,28.44,14.89
2023,3,27,20,27.54,16.05
2023,3,27,21,27.12,16.97
2023,3,27,22,26.95,17.33
2023,3,27,23,26.81,17.52
2023,3,28,0,26.64,17.7
2023,3,28,1,26.46,17.76
2023,3,28,2,26.25,17.88
2023,3,28,3,26.01,17.88
2023,3,28,4,25.62,17.94
2023,3,28,5,25.2,18.07
2023,3,28,6,26.12,17.7
2023,3,28,7,28.58,16.48
2023,3,28,8,31.3,15.62
2023,3,28,9,33.83,15.2
2023,3,28,10,35.87,14.59
2023,3,28,11,37.33,14.04
2023,3,28,12,38.16,13.67
2023,3,28,13,38.27,13.55
2023,3,28,14,37.72,13.61
2023,3,28,15,36.61,13.79
2023,3,28,16,35.0,14.16
2023,3,28,17,32.9,14.71
2023,3,28,18,30.73,15.62
2023,3,28,19,29.03,16.54
2023,3,28,20,27.84,17.21
2023,3,28,21,27.14,17.58
2023,3,28,22,26.78,17.58
2023,3,28,23,26.46,17.52
2023,3,29,0,26.09,17.4
2023,3,29,1,25.67,17.27
2023,3,29,2,25.23,17.21
2023,3,29,3,24.77,17.09
2023,3,29,4,24.38,16.97
2023,3,29,5,24.06,16.85
2023,3,29,6,25.42,16.54
2023,3,29,7,28.77,15.2
2023,3,29,8,31.96,14.28
2023,3,29,9,34.52,13.37
2023,3,29,10,36.68,12.27
2023,3,29,11,38.26,11.47
2023,3,29,12,39.25,11.05
2023,3,29,13,39.62,10.86
2023,3,29,14,39.28,10.93
2023,3,29,15,37.75,11.17
2023,3,29,16,35.92,11.66
2023,3,29,17,33.7,12.39
2023,3,29,18,31.4,13.49
2023,3,29,19,29.51,14.77
2023,3,29,20,28.14,15.87
2023,3,29,21,27.33,16.6
2023,3,29,22,26.85,16.97
2023,3,29,23,26.54,17.21
2023,3,30,0,26.32,17.33
2023,3,30,1,26.12,17.4
2023,3,30,2,25.93,17.46
2023,3,30,3,25.72,17.46
2023,3,30,4,25.4,17.52
2023,3,30,5,25.07,17.52
2023,3,30,6,26.16,17.4
2023,3,30,7,28.73,16.48
2023,3,30,8,31.69,15.44
2023,3,30,9,34.23,14.71
2023,3,30,10,36.12,14.22
2023,3,30,11,37.53,13.85
2023,3,30,12,38.46,13.49
2023,3,30,13,38.86,13.12
2023,3,30,14,38.66,12.94
2023,3,30,15,37.84,12.82
2023,3,30,16,36.01,13.0
2023,3,30,17,33.69,13.49
2023,3,30,18,31.05,14.4
2023,3,30,19,28.75,15.38
2023,3,30,20,27.39,16.05
2023,3,30,21,26.87,16.36
2023,3,30,22,26.65,16.48
2023,3,30,23,26.5,16.6
2023,3,31,0,26.33,16.66
2023,3,31,1,26.18,16.72
2023,3,31,2,26.04,16.78
2023,3,31,3,25.9,16.85
2023,3,31,4,25.75,16.91
2023,3,31,5,25.61,16.97
2023,3,31,6,26.33,16.97
2023,3,31,7,28.26,16.54
2023,3,31,8,30.6,16.11
2023,3,31,9,32.71,15.62
2023,3,31,10,34.28,15.14
2023,3,31,11,35.62,14.71
2023,3,31,12,36.41,14.22
2023,3,31,13,36.66,13.79
2023,3,31,14,36.55,13.43
2023,3,31,15,35.83,13.24
2023,3,31,16,34.61,13.43
2023,3,31,17,32.58,13.92
2023,3,31,18,30.23,14.83
2023,3,31,19,28.55,15.81
2023,3,31,20,27.51,16.54
2023,3,31,21,27.03,16.97
2023,3,31,22,26.82,17.21
2023,3,31,23,26.69,17.4
2023,4,1,0,26.54,17.52
2023,4,1,1,26.35,17.64
2023,4,1,2,26.19,17.7
2023,4,1,3,26.05,17.7
2023,4,1,4,25.89,17.7
2023,4,1,5,25.67,17.76
2023,4,1,6,26.72,17.64
2023,4,1,7,28.81,16.66
2023,4,1,8,31.19,15.99
2023,4,1,9,33.49,15.69
2023,4,1,10,35.36,15.26
2023,4,1,11,36.99,14.71
2023,4,1,12,38.17,14.1
2023,4,1,13,38.69,13.61
2023,4,1,14,38.57,13.12
2023,4,1,15,37.52,12.94
2023,4,1,16,35.49,13.24
2023,4,1,17,32.58,14.04
2023,4,1,18,29.69,15.14
2023,4,1,19,28.01,16.05
2023,4,1,20,27.31,16.66
2023,4,1,21,26.97,17.09
2023,4,1,22,26.8,17.21
2023,4,1,23,26.72,17.15
2023,4,2,0,26.55,17.09
2023,4,2,1,26.38,16.97
2023,4,2,2,26.15,16.72
2023,4,2,3,25.85,16.48
2023,4,2,4,25.48,16.24
2023,4,2,5,25.11,16.05
2023,4,2,6,26.44,15.87
2023,4,2,7,28.59,15.5
2023,4,2,8,31.31,14.83
2023,4,2,9,33.98,14.22
2023,4,2,10,36.05,13.79
2023,4,2,11,37.57,13.31
2023,4,2,12,38.54,12.82
2023,4,2,13,38.89,12.51
2023,4,2,14,38.44,12.39
2023,4,2,15,37.48,12.45
2023,4,2,16,35.67,12.88
2023,4,2,17,33.24,13.67
2023,4,2,18,30.65,14.83
2023,4,2,19,28.8,15.99
2023,4,2,20,27.81,16.72
2023,4,2,21,27.34,17.15
2023,4,2,22,27.03,17.4
2023,4,2,23,26.76,17.52
2023,4,3,0,26.56,17.58
2023,4,3,1,26.41,17.64
2023,4,3,2,26.26,17.64
2023,4,3,3,26.16,17.64
2023,4,3,4,26.03,17.64
2023,4,3,5,25.9,17.7
2023,4,3,6,26.83,17.58
2023,4,3,7,28.84,17.09
2023,4,3,8,31.07,16.3
2023,4,3,9,33.19,15.62
2023,4,3,10,34.88,15.2
2023,4,3,11,36.09,14.83
2023,4,3,12,36.85,14.53
2023,4,3,13,37.01,14.22
2023,4,3,14,36.63,14.04
2023,4,3,15,35.55,13.98
2023,4,3,16,34.01,14.04
2023,4,3,17,32.3,14.22
2023,4,3,18,30.51,14.65
2023,4,3,19,29.25,15.26
2023,4,3,20,28.33,15.75
2023,4,3,21,27.73,16.17
2023,4,3,22,27.3,16.42
2023,4,3,23,26.91,16.6
2023,4,4,0,26.65,16.66
2023,4,4,1,26.32,16.72
2023,4,4,2,25.98,16.78
2023,4,4,3,25.7,16.78
2023,4,4,4,25.43,16.78
2023,4,4,5,25.28,16.78
2023,4,4,6,26.62,16.85
2023,4,4,7,28.69,16.66
2023,4,4,8,31.31,15.69
2023,4,4,9,33.93,14.71
2023,4,4,10,36.17,13.98
2023,4,4,11,37.74,13.49
2023,4,4,12,38.58,13.24
2023,4,4,13,38.55,13.24
2023,4,4,14,37.72,13.55
2023,4,4,15,35.77,14.22
2023,4,4,16,33.49,15.32
2023,4,4,17,31.04,16.48
2023,4,4,18,29.25,17.46
2023,4,4,19,28.51,18.01
2023,4,4,20,28.11,18.37
2023,4,4,21,27.79,18.68
2023,4,4,22,27.48,18.86
2023,4,4,23,27.18,19.1
2023,4,5,0,26.83,19.29
2023,4,5,1,26.51,19.47
2023,4,5,2,26.23,19.59
2023,4,5,3,26.03,19.59
2023,4,5,4,25.94,19.59
2023,4,5,5,25.83,19.53
2023,4,5,6,26.18,19.53
2023,4,5,7,27.06,18.92
2023,4,5,8,28.55,18.13
2023,4,5,9,30.5,16.91
2023,4,5,10,32.5,15.87
2023,4,5,11,34.02,15.38
2023,4,5,12,35.0,15.14
2023,4,5,13,35.33,15.01
2023,4,5,14,35.12,14.89
2023,4,5,15,34.36,14.83
2023,4,5,16,33.54,14.95
2023,4,5,17,32.34,15.26
2023,4,5,18,30.68,15.87
2023,4,5,19,29.52,16.54
2023,4,5,20,28.38,17.4
2023,4,5,21,27.58,18.01
2023,4,5,22,27.12,18.37
2023,4,5,23,26.82,18.55
2023,4,6,0,26.51,18.68
2023,4,6,1,26.12,18.68
2023,4,6,2,25.85,18.68
2023,4,6,3,25.83,18.55
2023,4,6,4,25.68,18.49
2023,4,6,5,25.46,18.37
2023,4,6,6,26.77,18.07
2023,4,6,7,29.01,17.27
2023,4,6,8,31.6,16.17
2023,4,6,9,34.17,15.32
2023,4,6,10,36.35,14.71
2023,4,6,11,38.0,14.22
2023,4,6,12,39.03,13.79
2023,4,6,13,39.41,13.49
2023,4,6,14,39.08,13.31
2023,4,6,15,38.09,13.31
2023,4,6,16,36.26,13.55
2023,4,6,17,33.76,14.16
2023,4,6,18,31.08,15.14
2023,4,6,19,29.19,16.05
2023,4,6,20,28.12,16.66
2023,4,6,21,27.58,17.03
2023,4,6,22,27.26,17.21
2023,4,6,23,27.04,17.4
2023,4,7,0,26.83,17.52
2023,4,7,1,26.67,17.58
2023,4,7,2,26.53,17.64
2023,4,7,3,26.44,17.64
2023,4,7,4,26.38,17.58
2023,4,7,5,26.31,17.58
2023,4,7,6,27.33,17.58
2023,4,7,7,29.38,17.21
2023,4,7,8,31.8,16.66
2023,4,7,9,34.31,15.87
2023,4,7,10,36.41,14.95
2023,4,7,11,37.99,13.98
2023,4,7,12,38.95,13.12
2023,4,7,13,39.11,12.63
2023,4,7,14,38.42,12.51
2023,4,7,15,36.99,12.63
2023,4,7,16,34.98,13.0
2023,4,7,17,32.52,13.61
2023,4,7,18,30.26,14.71
2023,4,7,19,28.96,15.93
2023,4,7,20,28.2,16.85
2023,4,7,21,27.68,17.46
2023,4,7,22,27.25,17.82
2023,4,7,23,26.89,18.01
2023,4,8,0,26.71,17.94
2023,4,8,1,26.63,17.7
2023,4,8,2,26.5,17.46
2023,4,8,3,26.29,17.15
2023,4,8,4,26.05,16.97
2023,4,8,5,25.87,16.85
2023,4,8,6,26.98,16.66
2023,4,8,7,28.96,16.17
2023,4,8,8,31.48,15.26
2023,4,8,9,34.17,13.92
2023,4,8,10,36.42,12.7
2023,4,8,11,38.08,11.96
2023,4,8,12,39.16,11.47
2023,4,8,13,39.6,11.17
2023,4,8,14,39.43,11.05
2023,4,8,15,38.55,11.17
2023,4,8,16,36.89,11.66
2023,4,8,17,34.28,12.7
2023,4,8,18,31.33,14.59
2023,4,8,19,29.4,16.42
2023,4,8,20,28.58,17.27
2023,4,8,21,28.23,17.7
2023,4,8,22,27.95,17.88
2023,4,8,23,27.71,17.94
2023,4,9,0,27.68,17.52
2023,4,9,1,27.51,17.27
2023,4,9,2,27.23,17.09
2023,4,9,3,26.8,16.72
2023,4,9,4,26.09,16.54
2023,4,9,5,25.63,16.48
2023,4,9,6,26.87,16.24
2023,4,9,7,29.49,15.08
2023,4,9,8,32.4,13.98
2023,4,9,9,35.02,13.12
2023,4,9,10,37.21,12.51
2023,4,9,11,38.87,12.15
2023,4,9,12,39.95,11.84
2023,4,9,13,40.32,11.6
2023,4,9,14,40.09,11.41
2023,4,9,15,38.99,11.41
2023,4,9,16,37.17,12.02
2023,4,9,17,34.92,13.24
2023,4,9,18,32.6,15.01
2023,4,9,19,30.55,16.85
2023,4,9,20,29.06,18.01
2023,4,9,21,28.23,18.62
2023,4,9,22,27.91,18.74
2023,4,9,23,27.8,18.74
2023,4,10,0,27.65,18.68
2023,4,10,1,27.5,18.68
2023,4,10,2,27.22,18.62
2023,4,10,3,26.89,18.62
2023,4,10,4,26.61,18.55
2023,4,10,5,26.38,18.55
2023,4,10,6,27.35,18.49
2023,4,10,7,29.35,17.7
2023,4,10,8,31.68,16.85
2023,4,10,9,33.99,16.3
2023,4,10,10,35.83,15.75
2023,4,10,11,37.31,15.2
2023,4,10,12,38.13,14.77
2023,4,10,13,38.79,14.4
2023,4,10,14,38.83,14.1
2023,4,10,15,37.85,13.98
2023,4,10,16,36.27,14.28
2023,4,10,17,33.9,15.08
2023,4,10,18,31.29,16.11
2023,4,10,19,29.48,16.97
2023,4,10,20,28.65,17.4
2023,4,10,21,28.34,17.58
2023,4,10,22,28.15,17.7
2023,4,10,23,27.94,17.82
2023,4,11,0,27.71,17.94
2023,4,11,1,27.51,18.01
2023,4,11,2,27.31,18.13
2023,4,11,3,27.15,18.19
2023,4,11,4,27.02,18.25
2023,4,11,5,26.9,18.31
2023,4,11,6,27.54,18.25
2023,4,11,7,29.18,17.64
2023,4,11,8,31.26,16.97
2023,4,11,9,33.58,16.48
2023,4,11,10,35.58,16.11
2023,4,11,11,36.98,15.75
2023,4,11,12,37.72,15.38
2023,4,11,13,37.78,15.08
2023,4,11,14,37.4,14.89
2023,4,11,15,36.33,14.83
2023,4,11,16,34.96,15.01
2023,4,11,17,33.44,15.32
2023,4,11,18,31.82,15.75
2023,4,11,19,30.54,16.24
2023,4,11,20,29.55,16.66
2023,4,11,21,28.92,16.97
2023,4,11,22,28.51,17.15
2023,4,11,23,28.21,17.4
2023,4,12,0,27.9,17.52
2023,4,12,1,27.64,17.7
2023,4,12,2,27.37,17.82
2023,4,12,3,27.14,17.94
2023,4,12,4,26.87,18.07
2023,4,12,5,26.63,18.19
2023,4,12,6,27.26,18.13
2023,4,12,7,28.84,17.58
2023,4,12,8,31.05,16.85
2023,4,12,9,33.05,16.54
2023,4,12,10,34.94,16.3
2023,4,12,11,36.51,15.93
2023,4,12,12,37.51,15.44
2023,4,12,13,37.9,15.08
2023,4,12,14,37.49,14.83
2023,4,12,15,36.72,14.83
2023,4,12,16,35.33,15.01
2023,4,12,17,33.61,15.44
2023,4,12,18,31.87,15.93
2023,4,12,19,30.63,16.42
2023,4,12,20,29.7,16.78
2023,4,12,21,29.08,17.09
2023,4,12,22,28.65,17.27
2023,4,12,23,28.35,17.46
2023,4,13,0,28.05,17.64
2023,4,13,1,27.78,17.76
2023,4,13,2,27.5,17.94
2023,4,13,3,27.17,18.13
2023,4,13,4,26.88,18.25
2023,4,13,5,26.73,18.43
2023,4,13,6,27.52,18.37
2023,4,13,7,29.37,17.82
2023,4,13,8,31.72,17.03
2023,4,13,9,34.3,16.3
2023,4,13,10,36.01,15.87
2023,4,13,11,37.51,15.44
2023,4,13,12,38.36,15.01
2023,4,13,13,38.79,14.59
2023,4,13,14,38.69,14.34
2023,4,13,15,37.93,14.22
2023,4,13,16,36.63,14.4
2023,4,13,17,34.89,14.83
2023,4,13,18,32.87,15.56
2023,4,13,19,31.31,16.36
2023,4,13,20,29.94,17.15
2023,4,13,21,28.98,17.82
2023,4,13,22,28.45,18.13
2023,4,13,23,28.08,18.25
2023,4,14,0,27.71,18.43
2023,4,14,1,27.33,18.74
2023,4,14,2,27.03,19.04
2023,4,14,3,26.82,19.23
2023,4,14,4,26.65,19.35
2023,4,14,5,26.4,19.41
2023,4,14,6,27.2,19.41
2023,4,14,7,29.17,18.55
2023,4,14,8,31.98,17.15
2023,4,14,9,34.38,16.78
2023,4,14,10,36.34,16.42
2023,4,14,11,38.03,15.99
2023,4,14,12,39.14,15.56
2023,4,14,13,39.73,15.08
2023,4,14,14,39.6,14.77
2023,4,14,15,38.81,14.71
2023,4,14,16,37.44,14.95
2023,4,14,17,35.51,15.62
2023,4,14,18,33.15,16.66
2023,4,14,19,31.42,17.58
2023,4,14,20,30.2,18.13
2023,4,14,21,29.44,18.43
2023,4,14,22,29.06,18.49
2023,4,14,23,28.83,18.49
2023,4,15,0,28.62,18.55
2023,4,15,1,28.3,18.74
2023,4,15,2,27.98,18.92
2023,4,15,3,27.65,19.1
2023,4,15,4,27.41,19.23
2023,4,15,5,27.38,19.23
2023,4,15,6,27.83,19.04
2023,4,15,7,29.21,18.49
2023,4,15,8,31.0,18.07
2023,4,15,9,32.87,17.94
2023,4,15,10,33.9,17.94
2023,4,15,11,34.37,17.94
2023,4,15,12,34.73,17.82
2023,4,15,13,35.04,17.52
2023,4,15,14,34.65,17.21
2023,4,15,15,34.18,16.91
2023,4,15,16,33.48,16.66
2023,4,15,17,32.49,16.6
2023,4,15,18,30.97,17.03
2023,4,15,19,29.3,17.82
2023,4,15,20,28.32,18.68
2023,4,15,21,27.83,19.41
2023,4,15,22,27.54,20.02
2023,4,15,23,27.33,20.39
2023,4,16,0,27.23,20.57
2023,4,16,1,27.09,20.57
2023,4,16,2,26.88,20.51
2023,4,16,3,26.73,20.45
2023,4,16,4,26.64,20.39
2023,4,16,5,26.5,20.32
2023,4,16,6,26.67,20.32
2023,4,16,7,27.39,20.14
2023,4,16,8,28.71,19.23
2023,4,16,9,30.28,18.19
2023,4,16,10,31.51,17.52
2023,4,16,11,32.6,17.03
2023,4,16,12,33.29,16.72
2023,4,16,13,33.57,16.42
2023,4,16,14,33.43,16.24
2023,4,16,15,33.08,16.24
2023,4,16,16,32.47,16.3
2023,4,16,17,31.36,16.91
2023,4,16,18,30.15,17.33
2023,4,16,19,29.48,17.76
2023,4,16,20,28.86,18.37
2023,4,16,21,28.44,18.8
2023,4,16,22,28.11,18.98
2023,4,16,23,27.85,18.98
2023,4,17,0,27.62,18.92
2023,4,17,1,27.38,18.92
2023,4,17,2,27.11,18.92
2023,4,17,3,26.82,18.98
2023,4,17,4,26.58,18.98
2023,4,17,5,26.36,19.04
2023,4,17,6,27.26,19.04
2023,4,17,7,29.27,18.13
2023,4,17,8,31.49,17.33
2023,4,17,9,33.37,16.72
2023,4,17,10,35.15,15.99
2023,4,17,11,36.48,15.2
2023,4,17,12,37.26,14.47
2023,4,17,13,37.54,13.98
2023,4,17,14,36.99,13.67
2023,4,17,15,35.83,13.61
2023,4,17,16,34.51,13.85
2023,4,17,17,32.64,14.59
2023,4,17,18,30.65,15.81
2023,4,17,19,29.5,17.15
2023,4,17,20,28.8,18.19
2023,4,17,21,28.36,18.8
2023,4,17,22,28.01,19.1
2023,4,17,23,27.69,19.23
2023,4,18,0,27.37,19.29
2023,4,18,1,27.1,19.41
2023,4,18,2,26.9,19.41
2023,4,18,3,26.78,19.29
2023,4,18,4,26.76,19.23
2023,4,18,5,26.73,19.1
2023,4,18,6,27.77,18.92
2023,4,18,7,29.59,18.13
2023,4,18,8,31.58,17.52
2023,4,18,9,33.34,16.97
2023,4,18,10,34.73,16.6
2023,4,18,11,35.78,16.24
2023,4,18,12,36.54,15.87
2023,4,18,13,36.78,15.5
2023,4,18,14,36.57,14.95
2023,4,18,15,35.78,14.4
2023,4,18,16,34.7,13.98
2023,4,18,17,32.99,13.73
2023,4,18,18,30.8,13.98
2023,4,18,19,29.23,14.59
2023,4,18,20,28.09,15.62
2023,4,18,21,27.37,16.78
2023,4,18,22,26.89,17.64
2023,4,18,23,26.52,18.19
2023,4,19,0,26.15,18.43
2023,4,19,1,25.76,18.49
2023,4,19,2,25.37,18.49
2023,4,19,3,25.03,18.37
2023,4,19,4,24.77,18.31
2023,4,19,5,24.62,18.19
2023,4,19,6,26.5,17.94
2023,4,19,7,29.05,16.97
2023,4,19,8,31.84,15.14
2023,4,19,9,34.57,13.98
2023,4,19,10,36.6,13.98
2023,4,19,11,38.25,14.04
2023,4,19,12,39.14,13.85
2023,4,19,13,39.51,13.49
2023,4,19,14,39.3,13.18
2023,4,19,15,38.46,12.88
2023,4,19,16,36.91,12.94
2023,4,19,17,34.52,13.61
2023,4,19,18,31.72,14.71
2023,4,19,19,29.98,16.11
2023,4,19,20,28.99,17.4
2023,4,19,21,28.37,18.49
2023,4,19,22,28.04,19.04
2023,4,19,23,27.91,19.23
2023,4,20,0,27.87,19.29
2023,4,20,1,27.79,19.29
2023,4,20,2,27.69,19.23
2023,4,20,3,27.57,19.17
2023,4,20,4,27.4,19.23
2023,4,20,5,27.26,19.29
2023,4,20,6,27.94,19.23
2023,4,20,7,29.33,18.74
2023,4,20,8,30.97,18.13
2023,4,20,9,32.7,17.52
2023,4,20,10,33.75,17.21
2023,4,20,11,34.58,17.03
2023,4,20,12,35.36,16.78
2023,4,20,13,35.69,16.48
2023,4,20,14,35.8,16.24
2023,4,20,15,35.51,16.05
2023,4,20,16,34.83,16.11
2023,4,20,17,33.58,16.54
2023,4,20,18,31.86,17.21
2023,4,20,19,30.8,18.01
2023,4,20,20,29.8,18.74
2023,4,20,21,29.1,19.29
2023,4,20,22,28.64,19.65
2023,4,20,23,28.29,19.9
2023,4,21,0,27.96,20.08
2023,4,21,1,27.65,20.2
2023,4,21,2,27.34,20.32
2023,4,21,3,27.11,20.39
2023,4,21,4,26.89,20.39
2023,4,21,5,26.73,20.45
2023,4,21,6,27.66,20.45
2023,4,21,7,29.33,19.53
2023,4,21,8,30.98,18.55
2023,4,21,9,32.33,17.76
2023,4,21,10,33.42,17.21
2023,4,21,11,34.35,16.78
2023,4,21,12,35.09,16.48
2023,4,21,13,35.73,16.11
2023,4,21,14,35.88,15.75
2023,4,21,15,35.66,15.5
2023,4,21,16,34.98,15.56
2023,4,21,17,33.47,16.3
2023,4,21,18,31.69,16.97
2023,4,21,19,30.8,17.88
2023,4,21,20,29.87,18.86
2023,4,21,21,29.16,19.78
2023,4,21,22,28.72,20.32
2023,4,21,23,28.38,20.63
2023,4,22,0,28.05,20.81
2023,4,22,1,27.74,20.87
2023,4,22,2,27.48,20.94
2023,4,22,3,27.31,21.0
2023,4,22,4,27.16,21.0
2023,4,22,5,27.08,20.94
2023,4,22,6,27.77,20.87
2023,4,22,7,29.08,20.02
2023,4,22,8,30.69,19.1
2023,4,22,9,32.27,18.62
2023,4,22,10,33.79,18.43
2023,4,22,11,34.95,18.19
2023,4,22,12,35.57,17.94
2023,4,22,13,35.8,17.76
2023,4,22,14,35.32,17.64
2023,4,22,15,34.69,17.64
2023,4,22,16,33.82,17.7
2023,4,22,17,32.74,17.76
2023,4,22,18,31.46,18.07
2023,4,22,19,30.58,18.43
2023,4,22,20,29.76,18.92
2023,4,22,21,29.08,19.41
2023,4,22,22,28.51,19.78
2023,4,22,23,28.05,20.02
2023,4,23,0,27.55,20.26
2023,4,23,1,27.01,20.45
2023,4,23,2,26.56,20.63
2023,4,23,3,26.26,20.57
2023,4,23,4,26.05,20.45
2023,4,23,5,25.98,20.32
2023,4,23,6,27.34,20.26
2023,4,23,7,29.27,19.35
2023,4,23,8,31.15,18.19
2023,4,23,9,33.01,16.97
2023,4,23,10,34.59,15.81
2023,4,23,11,35.81,14.83
2023,4,23,12,36.65,14.16
2023,4,23,13,36.94,13.67
2023,4,23,14,36.76,13.43
2023,4,23,15,36.17,13.31
2023,4,23,16,35.12,13.37
2023,4,23,17,33.37,13.73
2023,4,23,18,30.9,14.77
2023,4,23,19,29.51,16.05
2023,4,23,20,28.48,17.4
2023,4,23,21,27.79,18.55
2023,4,23,22,27.29,19.29
2023,4,23,23,26.86,19.59
2023,4,24,0,26.44,19.71
2023,4,24,1,26.08,19.71
2023,4,24,2,25.78,19.71
2023,4,24,3,25.51,19.71
2023,4,24,4,25.29,19.65
2023,4,24,5,25.23,19.59
2023,4,24,6,26.98,19.1
2023,4,24,7,29.82,17.09
2023,4,24,8,32.97,15.26
2023,4,24,9,35.71,14.47
2023,4,24,10,37.77,13.98
2023,4,24,11,39.42,13.43
2023,4,24,12,40.48,12.94
2023,4,24,13,40.8,12.57
2023,4,24,14,40.65,12.39
2023,4,24,15,39.4,12.39
2023,4,24,16,37.69,12.82
2023,4,24,17,35.55,13.55
2023,4,24,18,33.37,14.71
2023,4,24,19,31.73,15.93
2023,4,24,20,30.55,16.78
2023,4,24,21,29.69,17.33
2023,4,24,22,29.11,17.64
2023,4,24,23,28.68,17.76
2023,4,25,0,28.25,17.82
2023,4,25,1,27.8,17.88
2023,4,25,2,27.37,17.94
2023,4,25,3,26.93,17.88
2023,4,25,4,26.51,17.88
2023,4,25,5,26.12,17.94
2023,4,25,6,27.42,17.52
2023,4,25,7,30.4,15.75
2023,4,25,8,33.88,14.4
2023,4,25,9,36.54,14.04
2023,4,25,10,38.55,13.61
2023,4,25,11,40.16,13.06
2023,4,25,12,41.23,12.63
2023,4,25,13,41.55,12.33
2023,4,25,14,41.18,12.27
2023,4,25,15,39.44,12.57
2023,4,25,16,36.97,13.49
2023,4,25,17,34.27,15.01
2023,4,25,18,31.79,16.48
2023,4,25,19,30.28,17.46
2023,4,25,20,29.54,17.94
2023,4,25,21,29.23,18.07
2023,4,25,22,29.08,18.07
2023,4,25,23,28.84,17.94
2023,4,26,0,28.51,17.94
2023,4,26,1,28.13,17.88
2023,4,26,2,27.69,17.82
2023,4,26,3,27.24,17.76
2023,4,26,4,26.83,17.7
2023,4,26,5,26.47,17.7
2023,4,26,6,27.68,17.33
2023,4,26,7,30.36,15.93
2023,4,26,8,33.11,14.83
2023,4,26,9,35.61,13.73
2023,4,26,10,37.85,12.63
2023,4,26,11,39.55,11.78
2023,4,26,12,40.59,11.23
2023,4,26,13,41.04,10.8
2023,4,26,14,40.9,10.5
2023,4,26,15,40.1,10.44
2023,4,26,16,38.53,10.93
2023,4,26,17,36.16,12.15
2023,4,26,18,33.34,14.28
2023,4,26,19,31.34,16.85
2023,4,26,20,30.07,18.43
2023,4,26,21,29.63,18.92
2023,4,26,22,29.54,18.92
2023,4,26,23,29.45,18.92
2023,4,27,0,29.24,18.92
2023,4,27,1,28.91,18.92
2023,4,27,2,28.59,18.92
2023,4,27,3,28.3,18.92
2023,4,27,4,28.02,18.98
2023,4,27,5,27.77,18.98
2023,4,27,6,28.69,18.8
2023,4,27,7,30.68,17.88
2023,4,27,8,32.77,16.72
2023,4,27,9,35.04,15.75
2023,4,27,10,37.1,14.89
2023,4,27,11,38.63,14.22
2023,4,27,12,39.51,13.73
2023,4,27,13,39.44,13.55
2023,4,27,14,39.11,13.55
2023,4,27,15,38.52,13.67
2023,4,27,16,37.4,13.85
2023,4,27,17,35.92,14.28
2023,4,27,18,34.05,15.08
2023,4,27,19,32.45,16.11
2023,4,27,20,31.01,17.21
2023,4,27,21,30.2,17.7
2023,4,27,22,29.69,17.94
2023,4,27,23,29.26,18.19
2023,4,28,0,28.91,18.31
2023,4,28,1,28.62,18.37
2023,4,28,2,28.36,18.37
2023,4,28,3,28.12,18.25
2023,4,28,4,27.84,18.13
2023,4,28,5,27.5,17.94
2023,4,28,6,28.53,17.58
2023,4,28,7,31.35,15.87
2023,4,28,8,34.26,14.59
2023,4,28,9,36.42,14.16
2023,4,28,10,38.22,13.79
2023,4,28,11,39.69,13.37
2023,4,28,12,40.7,13.0
2023,4,28,13,41.16,12.7
2023,4,28,14,40.91,12.51
2023,4,28,15,39.56,12.57
2023,4,28,16,37.78,13.06
2023,4,28,17,35.29,14.1
2023,4,28,18,32.55,15.56
2023,4,28,19,31.0,16.85
2023,4,28,20,30.24,17.64
2023,4,28,21,29.76,17.94
2023,4,28,22,29.48,17.76
2023,4,28,23,29.27,17.4
2023,4,29,0,29.01,17.03
2023,4,29,1,28.77,16.72
2023,4,29,2,28.52,16.48
2023,4,29,3,28.2,16.36
2023,4,29,4,27.73,16.48
2023,4,29,5,27.26,16.78
2023,4,29,6,28.36,16.97
2023,4,29,7,30.99,16.11
2023,4,29,8,33.82,15.08
2023,4,29,9,36.01,14.53
2023,4,29,10,37.87,13.79
2023,4,29,11,39.4,13.18
2023,4,29,12,40.4,12.76
2023,4,29,13,40.58,12.63
2023,4,29,14,39.41,12.76
2023,4,29,15,38.24,13.12
2023,4,29,16,36.79,13.61
2023,4,29,17,34.72,14.34
2023,4,29,18,32.51,15.32
2023,4,29,19,31.05,16.3
2023,4,29,20,30.18,17.03
2023,4,29,21,29.65,17.46
2023,4,29,22,29.31,17.76
2023,4,29,23,29.03,17.94
2023,4,30,0,28.78,18.13
2023,4,30,1,28.56,18.25
2023,4,30,2,28.35,18.37
2023,4,30,3,28.14,18.43
2023,4,30,4,27.87,18.55
2023,4,30,5,27.58,18.68
2023,4,30,6,28.55,18.43
2023,4,30,7,30.59,17.27
2023,4,30,8,32.86,16.11
2023,4,30,9,34.95,15.32
2023,4,30,10,36.87,14.71
2023,4,30,11,38.4,14.28
